Secuencia;Unidad;Eventos;Fecha;Pt. Referencia;Dirección;Velocidad;Temperatura;Conductor;Latitud;Longitud
2871;WGH169;Conduciendo;Dec 19 2025 01:53 PM;;Via Principal, Bogota, Cundinamarca;0;N/A;;4.8187561000;-74.0742531000
2870;WGH169;Inmóvil - Detenido;Dec 19 2025 01:53 PM;;Via Principal, Bogota, Cundinamarca;0;N/A;;4.8187561000;-74.0742531000
2869;WGH169;Conduciendo;Dec 19 2025 01:52 PM;;Via Principal, Bogota, Cundinamarca, Colombia;16;N/A;;4.8201555000;-74.0741871000
2868;WGH169;Conduciendo;Dec 19 2025 01:50 PM;;Guaymaral # CHIA-1 a CHIA-2, Bogotá Distrito Capital, Cundinamarca, Colombia;25;N/A;;4.8271426000;-74.0725743000
2867;WGH169;Inicio de Viaje;Dec 19 2025 01:49 PM;;Guaymaral # CHIA-1, Bogotá, Cundinamarca, Colombia;35;N/A;;4.8292350000;-74.0715878000
2866;WGH169;Viaje detenido;Dec 19 2025 01:49 PM;;Av Guaymaral Chia-70, Bogota, Cundinamarca;4;N/A;;4.8299200000;-74.0706160000
2865;WGH169;Conduciendo;Dec 19 2025 01:48 PM;;Guaymaral, Chia, Cundinamarca, Colombia;0;N/A;;4.8305733000;-74.0705898000
2864;WGH169;Conduciendo;Dec 19 2025 01:46 PM;;Av Guaymaral Chia-29, Bogota, Cundinamarca, Colombia;25;N/A;;4.8369616000;-74.0698235000
2863;WGH169;Conduciendo;Dec 19 2025 01:44 PM;;Kr10-31, Chia, Cundinamarca;12;N/A;;4.8446476000;-74.0662486000
2862;WGH169;Inicio de Viaje;Dec 19 2025 01:42 PM;;Kr10 1b-42, Chia, Cundinamarca;19;N/A;;4.8521110000;-74.0629340000
2861;WGH169;Viaje detenido;Dec 19 2025 01:41 PM;;Cl2 10-52, Chia, Cundinamarca;0;N/A;;4.8525571000;-74.0633240000
2860;WGH169;Inicio de Viaje;Dec 19 2025 01:41 PM;;Cl2 10-56, Chia, Cundinamarca;12;N/A;;4.8525841000;-74.0634086000
2859;WGH169;Viaje detenido;Dec 19 2025 01:41 PM;;US21 # 1 a 91, Chia, Cundinamarca, Colombia;0;N/A;;4.8529936000;-74.0641006000
2858;WGH169;Conduciendo;Dec 19 2025 01:39 PM;;Kr12-19, Chia, Cundinamarca;25;N/A;;4.8546941000;-74.0679791000
2857;WGH169;Conduciendo;Dec 19 2025 01:38 PM;;Kr12, Chia, Cundinamarca;30;N/A;;4.8534843000;-74.0703571000
2856;WGH169;Conduciendo;Dec 19 2025 01:34 PM;;Kr5, Chia, Cundinamarca;22;N/A;;4.8474851000;-74.0784165000
2855;WGH169;Conduciendo;Dec 19 2025 01:32 PM;;Kr5, Chia, Cundinamarca;43;N/A;;4.8401661000;-74.0840680000
2854;WGH169;Conduciendo;Dec 19 2025 01:30 PM;;Kr5-26, Cota, Cundinamarca;38;N/A;;4.8291706000;-74.0899801000
2853;WGH169;Conduciendo;Dec 19 2025 01:28 PM;;Kr5, Cota, Cundinamarca;28;N/A;;4.8213255000;-74.0934016000
2852;WGH169;Conduciendo;Dec 19 2025 01:26 PM;;Kr5, Cota, Cundinamarca;12;N/A;;4.8149340000;-74.0976701000
2851;WGH169;Inicio de Viaje;Dec 19 2025 01:24 PM;;Kr5 13a-26, Cota, Cundinamarca;20;N/A;;4.8111663000;-74.1006875000
2850;WGH169;Viaje detenido;Dec 19 2025 01:24 PM;;Cl13 5-17, Cota, Cundinamarca;0;N/A;;4.8104793000;-74.1012746000
2849;WGH169;Inicio de Viaje;Dec 19 2025 01:23 PM;;Carrera 5 # 12-1 a 12-99, Cota, Cundinamarca, Colombia;16;N/A;;4.8100961000;-74.1015931000
2848;WGH169;Viaje detenido;Dec 19 2025 01:22 PM;;Kr5 10-91, Cota, Cundinamarca;0;N/A;;4.8089525000;-74.1025811000
2847;WGH169;Conduciendo;Dec 19 2025 01:21 PM;;Kr5 7-24, Cota, Cundinamarca;38;N/A;;4.8065778000;-74.1046021000
2846;WGH169;Conduciendo;Dec 19 2025 01:19 PM;;Av Siberia Cota, Bogota, Cundinamarca;9;N/A;;4.7992580000;-74.1107468000
2845;WGH169;Conduciendo;Dec 19 2025 01:17 PM;;Av Siberia Cota, Bogota, Cundinamarca;46;N/A;;4.7915370000;-74.1168803000
2844;WGH169;Conduciendo;Dec 19 2025 01:15 PM;;Av Siberia Cota, Bogota, Cundinamarca;40;N/A;;4.7839855000;-74.1272643000
2843;WGH169;Conduciendo;Dec 19 2025 01:13 PM;;Km 3 de la vía Calle 80 - Cota, , Cundinamarca;45;N/A;;4.7791820000;-74.1394731000
2842;WGH169;Conduciendo;Dec 19 2025 01:11 PM;;Km 1 de la vía Calle 80 - Cota, , Cundinamarca;45;N/A;;4.7691450000;-74.1488100000
2841;WGH169;Conduciendo;Dec 19 2025 01:09 PM;;Glorieta-39, Bogota, Cundinamarca;11;N/A;;4.7589023000;-74.1559706000
2840;WGH169;Inicio de Viaje;Dec 19 2025 01:09 PM;;Glorieta-77, Bogota, Cundinamarca;11;N/A;;4.7588108000;-74.1559183000
2839;WGH169;Viaje detenido;Dec 19 2025 01:06 PM;;Av 50-80, Bogota, Cundinamarca;4;N/A;;4.7574400000;-74.1542838000
2838;WGH169;Conduciendo;Dec 19 2025 01:06 PM;;Av 50-79, Bogota, Cundinamarca;14;N/A;;4.7573030000;-74.1541043000
2837;WGH169;Inicio de Viaje;Dec 19 2025 01:04 PM;;Av 50-4, Bogota, Cundinamarca, Colombia;25;N/A;;4.7521393000;-74.1470331000
2836;WGH169;Ignición Encendida;Dec 19 2025 01:03 PM;;Av 50, Bogota, Cundinamarca, Colombia;0;N/A;;4.7515966000;-74.1459915000
2835;WGH169;Estacionado;Dec 19 2025 10:56 AM;;Av 50, Bogota, Cundinamarca;0;N/A;;4.7516091000;-74.1459783000
2834;WGH169;Ignición Apagada;Dec 19 2025 10:46 AM;;Av 50, Bogota, Cundinamarca, Colombia;0;N/A;;4.7515886000;-74.1459893000
2833;WGH169;Ignición Encendida;Dec 19 2025 10:45 AM;;Av 50, Bogota, Cundinamarca;0;N/A;;4.7515163000;-74.1460528000
2832;WGH169;Estacionado;Dec 19 2025 10:09 AM;;Av 50, Bogota, Cundinamarca;0;N/A;;4.7515641000;-74.1460850000
2831;WGH169;Ignición Apagada;Dec 19 2025 09:59 AM;;Av 50, Bogota, Cundinamarca;0;N/A;;4.7515375000;-74.1460643000
2830;WGH169;Viaje detenido;Dec 19 2025 09:59 AM;;Av 50, Bogota, Cundinamarca;0;N/A;;4.7515371000;-74.1460633000
2829;WGH169;Conduciendo;Dec 19 2025 09:59 AM;;Av 50, Bogota, Cundinamarca;20;N/A;;4.7511416000;-74.1459786000
2828;WGH169;Conduciendo;Dec 19 2025 09:57 AM;;Av 50, Bogota, Cundinamarca;33;N/A;;4.7452131000;-74.1411683000
2827;WGH169;Conduciendo;Dec 19 2025 09:55 AM;;Av 50, Bogota, Cundinamarca;38;N/A;;4.7373321000;-74.1344456000
2826;WGH169;Conduciendo;Dec 19 2025 09:53 AM;;Cl80 119-39, Bogota, Cundinamarca, Colombia;22;N/A;;4.7282301000;-74.1261765000
2825;WGH169;Conduciendo;Dec 19 2025 09:53 AM;;Entrada A La Cl80-75, Bogota, Cundinamarca, Colombia;20;N/A;;4.7281278000;-74.1253808000
2824;WGH169;Conduciendo;Dec 19 2025 09:53 AM;;Entrada A La Cl80-67, Bogota, Cundinamarca;20;N/A;;4.7283078000;-74.1251215000
2823;WGH169;Conduciendo;Dec 19 2025 09:51 AM;;Kr158a 129c-46, Bogota, Cundinamarca;30;N/A;;4.7353743000;-74.1269831000
2822;WGH169;Conduciendo;Dec 19 2025 09:50 AM;;Kr158a 129c-47, Bogota, Cundinamarca;19;N/A;;4.7368170000;-74.1260311000
2821;WGH169;Conduciendo;Dec 19 2025 09:50 AM;;Kr158a 129c-48, Bogota, Cundinamarca;20;N/A;;4.7374503000;-74.1261035000
2820;WGH169;Conduciendo;Dec 19 2025 09:49 AM;;Kr154b 130a-39, Bogota, Cundinamarca;17;N/A;;4.7402108000;-74.1246561000
2819;WGH169;Conduciendo;Dec 19 2025 09:49 AM;;Cl130a 154-51, Bogota, Cundinamarca;20;N/A;;4.7404858000;-74.1240168000
2818;WGH169;Conduciendo;Dec 19 2025 09:49 AM;;Kr154 130-30, Bogota, Cundinamarca;12;N/A;;4.7405561000;-74.1238795000
2817;WGH169;Saliendo de Landmark;Dec 19 2025 09:48 AM;Panaderia Siboney;132a2 156a-2 156a-2 132d6 132d2-132d38 Carrera 156a Carrera 156a Calle 132d Calle 132d Carrera 156a;11;N/A;;4.7417080000;-74.1242868000
2816;WGH169;Inicio de Viaje;Dec 19 2025 09:48 AM;Panaderia Siboney;Kr154 132-33, Bogota, Cundinamarca;11;N/A;;4.7417080000;-74.1242868000
2815;WGH169;Entrando a Landmark;Dec 19 2025 09:47 AM;Panaderia Siboney;132a2 156a-2 156a-2 132d6 132d2-132d38 Carrera 156a Carrera 156a Calle 132d Calle 132d Carrera 156a;4;N/A;;4.7417910000;-74.1263191000
2814;WGH169;Viaje detenido;Dec 19 2025 09:47 AM;Panaderia Siboney;132a2 156a-2 156a-2 132d6 132d2-132d38 Carrera 156a Carrera 156a Calle 132d Calle 132d Carrera 156a;4;N/A;;4.7417910000;-74.1263191000
2813;WGH169;Conduciendo;Dec 19 2025 09:45 AM;;Cl138 156-35, Bogota, Cundinamarca;0;N/A;;4.7442068000;-74.1271103000
2812;WGH169;Inicio de Viaje;Dec 19 2025 09:44 AM;;Cl138 152a-18, Bogota, Cundinamarca;20;N/A;;4.7452548000;-74.1242863000
2811;WGH169;Viaje detenido;Dec 19 2025 09:42 AM;;Cl138 151b-57, Bogota, Cundinamarca;0;N/A;;4.7456143000;-74.1231930000
2810;WGH169;Inicio de Viaje;Dec 19 2025 09:41 AM;;Cl138 151-48, Bogota, Cundinamarca;9;N/A;;4.7460568000;-74.1219576000
2809;WGH169;Viaje detenido;Dec 19 2025 09:40 AM;;Kr149b 138-11, Bogota, Cundinamarca;1;N/A;;4.7466781000;-74.1205386000
2808;WGH169;Conduciendo;Dec 19 2025 09:39 AM;;Cl138a 149a-59, Bogota, Cundinamarca;12;N/A;;4.7474108000;-74.1206665000
2807;WGH169;Conduciendo;Dec 19 2025 09:39 AM;;Cl138a 149a-59, Bogota, Cundinamarca;9;N/A;;4.7474801000;-74.1206385000
2806;WGH169;Conduciendo;Dec 19 2025 09:39 AM;;Cl139 149-24, Bogota, Cundinamarca;0;N/A;;4.7474798000;-74.1202718000
2805;WGH169;Inicio de Viaje;Dec 19 2025 09:37 AM;;Kr140a 137-96, Bogota, Cundinamarca;20;N/A;;4.7469925000;-74.1150433000
2804;WGH169;Viaje detenido;Dec 19 2025 09:35 AM;;Cl142 136a-66, Bogota, Cundinamarca;4;N/A;;4.7475336000;-74.1134245000
2803;WGH169;Conduciendo;Dec 19 2025 09:34 AM;;Kr128 143-5, Bogota, Cundinamarca;9;N/A;;4.7489008000;-74.1096966000
2802;WGH169;Conduciendo;Dec 19 2025 09:32 AM;;Kr128 145-9, Bogota, Cundinamarca;22;N/A;;4.7531938000;-74.1084415000
2801;WGH169;Conduciendo;Dec 19 2025 09:31 AM;;Kr 115b-6, Bogota, Cundinamarca;14;N/A;;4.7568536000;-74.1051888000
2800;WGH169;Conduciendo;Dec 19 2025 09:31 AM;;Cl151b 117-18, Bogota, Cundinamarca;24;N/A;;4.7559498000;-74.1042880000
2799;WGH169;Conduciendo;Dec 19 2025 09:30 AM;;Kr118 151b-54, Bogota, Cundinamarca;9;N/A;;4.7554571000;-74.1015115000
2798;WGH169;Conduciendo;Dec 19 2025 09:29 AM;;Cl151c 111a-93, Bogota, Cundinamarca;17;N/A;;4.7543071000;-74.0992685000
2797;WGH169;Conduciendo;Dec 19 2025 09:28 AM;;Kr104 151c-9, Bogota, Cundinamarca;17;N/A;;4.7514655000;-74.0938095000
2796;WGH169;Inicio de Viaje;Dec 19 2025 09:28 AM;;Kr104 152a-39, Bogota, Cundinamarca;38;N/A;;4.7530066000;-74.0928758000
2795;WGH169;Viaje detenido;Dec 19 2025 09:27 AM;;Cl153 103b-41, Bogota, Cundinamarca;0;N/A;;4.7540510000;-74.0914760000
2794;WGH169;Conduciendo;Dec 19 2025 09:25 AM;;Cl153 99-16, Bogota, Cundinamarca;0;N/A;;4.7522098000;-74.0872980000
2793;WGH169;Inicio de Viaje;Dec 19 2025 09:23 AM;;Cl156c 99-12, Bogota, Cundinamarca;22;N/A;;4.7558415000;-74.0858325000
2792;WGH169;Viaje detenido;Dec 19 2025 09:22 AM;;Cl157a 97c-62, Bogota, Cundinamarca, Colombia;0;N/A;;4.7564593000;-74.0845821000
2791;WGH169;Conduciendo;Dec 19 2025 09:22 AM;;Cl157a 97a-90, Bogota, Cundinamarca;9;N/A;;4.7562373000;-74.0840946000
2790;WGH169;Conduciendo;Dec 19 2025 09:22 AM;;Kr97b 157a-87, Bogota, Cundinamarca;16;N/A;;4.7570675000;-74.0836598000
2789;WGH169;Conduciendo;Dec 19 2025 09:21 AM;;Cl158 96-7, Bogota, Cundinamarca;0;N/A;;4.7560566000;-74.0817820000
2788;WGH169;Conduciendo;Dec 19 2025 09:20 AM;;Cl161 96-26, Bogota, Cundinamarca, Colombia;9;N/A;;4.7570981000;-74.0808496000
2787;WGH169;Conduciendo;Dec 19 2025 09:20 AM;;Cl161 92-16, Bogota, Cundinamarca;0;N/A;;4.7562775000;-74.0798321000
2786;WGH169;Inicio de Viaje;Dec 19 2025 09:19 AM;;Kr92 165-94, Bogota, Cundinamarca;24;N/A;;4.7582490000;-74.0778885000
2785;WGH169;Inmóvil - Detenido;Dec 19 2025 09:19 AM;;Av Entrada A La Cl169b-44, Bogota, Cundinamarca, Colombia;22;N/A;;4.7586161000;-74.0775128000
2784;WGH169;Viaje detenido;Dec 19 2025 09:16 AM;;Cl169b-54, Bogota, Cundinamarca, Colombia;0;N/A;;4.7585681000;-74.0763675000
2783;WGH169;Conduciendo;Dec 19 2025 09:15 AM;;Cl169b 90-91, Bogota, Cundinamarca;22;N/A;;4.7584650000;-74.0753381000
2782;WGH169;Conduciendo;Dec 19 2025 09:14 AM;;Cl170-56, Bogota, Cundinamarca;28;N/A;;4.7621520000;-74.0713030000
2781;WGH169;Conduciendo;Dec 19 2025 09:14 AM;;Cl170 78-22, Bogota, Cundinamarca;28;N/A;;4.7628145000;-74.0696160000
2780;WGH169;Inicio de Viaje;Dec 19 2025 09:13 AM;;Cl170 72-94, Bogota, Cundinamarca;35;N/A;;4.7606485000;-74.0658300000
2779;WGH169;Viaje detenido;Dec 19 2025 09:12 AM;;Cl170 69-26, Bogota, Cundinamarca;0;N/A;;4.7597851000;-74.0646728000
2778;WGH169;Inicio de Viaje;Dec 19 2025 09:11 AM;;Cl170 69-5, Bogota, Cundinamarca;11;N/A;;4.7595705000;-74.0643820000
2777;WGH169;Viaje detenido;Dec 19 2025 09:11 AM;;Cl170 69-16, Bogota, Cundinamarca;0;N/A;;4.7591131000;-74.0637580000
2776;WGH169;Conduciendo;Dec 19 2025 09:10 AM;;Cl170 67-59, Bogota, Cundinamarca;33;N/A;;4.7581725000;-74.0624838000
2775;WGH169;Conduciendo;Dec 19 2025 09:08 AM;;Cl170 55-49, Bogota, Cundinamarca;35;N/A;;4.7536871000;-74.0554695000
2774;WGH169;Inicio de Viaje;Dec 19 2025 09:06 AM;;Cl170 20-66, Bogota, Cundinamarca, Colombia;17;N/A;;4.7506436000;-74.0431006000
2773;WGH169;Viaje detenido;Dec 19 2025 09:05 AM;;Kr20 169-53, Bogota, Cundinamarca;0;N/A;;4.7498825000;-74.0430816000
2772;WGH169;Inicio de Viaje;Dec 19 2025 09:04 AM;;Kr20 166-15, Bogota, Cundinamarca;20;N/A;;4.7468343000;-74.0435923000
2771;WGH169;Viaje detenido;Dec 19 2025 09:03 AM;;Cl166 19b-60, Bogota, Cundinamarca;0;N/A;;4.7464233000;-74.0432166000
2770;WGH169;Inicio de Viaje;Dec 19 2025 09:01 AM;;Cl166 16c-60, Bogota, Cundinamarca;17;N/A;;4.7455745000;-74.0396073000
2769;WGH169;Ignición Encendida;Dec 19 2025 09:00 AM;;Cl166 15-95, Bogota, Cundinamarca, Colombia;0;N/A;;4.7451750000;-74.0374708000
2768;WGH169;Estacionado;Dec 19 2025 06:53 AM;;Cl166 15-95, Bogota, Cundinamarca, Colombia;0;N/A;;4.7451618000;-74.0374885000
2767;WGH169;Ignición Apagada;Dec 19 2025 06:43 AM;;Cl166 15-95, Bogota, Cundinamarca, Colombia;0;N/A;;4.7451363000;-74.0374953000
2766;WGH169;Entrada a Geocerca;Dec 19 2025 06:42 AM;3. PROING - BOGOTA P1;Cl166 15-95, Bogota, Cundinamarca, Colombia;0;N/A;;4.7451826000;-74.0374938000
2765;WGH169;Viaje detenido;Dec 19 2025 06:42 AM;;Cl166 15-95, Bogota, Cundinamarca, Colombia;0;N/A;;4.7451826000;-74.0374938000
2764;WGH169;Conduciendo;Dec 19 2025 06:41 AM;;Cl166 15-10, Bogota, Cundinamarca, Colombia;12;N/A;;4.7449643000;-74.0370266000
2763;WGH169;Conduciendo;Dec 19 2025 06:41 AM;;Cl163a 14d-81, Bogota, Cundinamarca;0;N/A;;4.7419685000;-74.0368293000
2762;WGH169;Inicio de Viaje;Dec 19 2025 06:39 AM;;Kr12b 161b-91, Bogota, Cundinamarca;20;N/A;;4.7407726000;-74.0327008000
2761;WGH169;Viaje detenido;Dec 19 2025 06:39 AM;;Cl163a 8h-56, Bogota, Cundinamarca;0;N/A;;4.7404718000;-74.0314786000
2760;WGH169;Conduciendo;Dec 19 2025 06:38 AM;;Kr8g 163-86, Bogota, Cundinamarca;9;N/A;;4.7400450000;-74.0300741000
2759;WGH169;Conduciendo;Dec 19 2025 06:38 AM;;Cl163 8f-95, Bogota, Cundinamarca;0;N/A;;4.7396723000;-74.0301296000
2758;WGH169;Inicio de Viaje;Dec 19 2025 06:37 AM;;Cl163 7d, Bogota, Cundinamarca, Colombia;33;N/A;;4.7382401000;-74.0255185000
2757;WGH169;Viaje detenido;Dec 19 2025 06:34 AM;;Kr7-63, Bogota, Cundinamarca;0;N/A;;4.7368238000;-74.0235528000
2756;WGH169;Inicio de Viaje;Dec 19 2025 06:33 AM;;Kr7 155-32, Bogota, Cundinamarca;41;N/A;;4.7300210000;-74.0239721000
2755;WGH169;Alerta de Inmovilidad;Dec 19 2025 06:18 AM;;Cl. 153a #6-51, Bogotá, Colombia;0;N/A;;4.7280915000;-74.0238121000
2754;WGH169;Inmóvil - Detenido;Dec 19 2025 06:16 AM;;Cl. 153a #6-51, Bogotá, Colombia;0;N/A;;4.7280943000;-74.0238005000
2753;WGH169;Ignición Encendida;Dec 19 2025 06:13 AM;;Cl. 153a #7-98, Bogotá, Bogotá, Colombia;0;N/A;;4.7280665000;-74.0237673000
2752;WGH169;Estacionado;Dec 19 2025 03:55 AM;;Cl. 153a #6-2 a 6-84, Bogotá, Bogotá, Colombia;0;N/A;;4.7282531000;-74.0238221000
2751;WGH169;Estacionado;Dec 18 2025 11:55 PM;;Cl. 153a #6-51, Bogotá, Colombia;0;N/A;;4.7280345000;-74.0238286000
2750;WGH169;Estacionado;Dec 18 2025 07:55 PM;;Kr6 153a, Bogota, Cundinamarca, Colombia;0;N/A;;4.7281190000;-74.0238835000
2749;WGH169;Estacionado;Dec 18 2025 03:55 PM;;Cl. 153a #6-51, Bogotá, Colombia;0;N/A;;4.7280968000;-74.0238301000
2748;WGH169;Ignición Apagada;Dec 18 2025 03:45 PM;;Kr6 153a, Bogota, Cundinamarca, Colombia;0;N/A;;4.7281053000;-74.0238313000
2747;WGH169;Viaje detenido;Dec 18 2025 03:44 PM;;Kr6 153a, Bogota, Cundinamarca, Colombia;0;N/A;;4.7281318000;-74.0239071000
2746;WGH169;Conduciendo;Dec 18 2025 03:43 PM;;Kr7 153-60, Bogota, Cundinamarca, Colombia;9;N/A;;4.7282480000;-74.0239328000
2745;WGH169;Conduciendo;Dec 18 2025 03:43 PM;;Kr7 153-76, Bogota, Cundinamarca, Colombia;0;N/A;;4.7283383000;-74.0242446000
2744;WGH169;Inmóvil - Detenido;Dec 18 2025 03:43 PM;;Kr7 153-76, Bogota, Cundinamarca, Colombia;0;N/A;;4.7283383000;-74.0242446000
2743;WGH169;Conduciendo;Dec 18 2025 03:43 PM;;Via Principal-38, Bogota, Cundinamarca;14;N/A;;4.7275416000;-74.0245405000
2742;WGH169;Conduciendo;Dec 18 2025 03:43 PM;;Via Principal-38, Bogota, Cundinamarca;14;N/A;;4.7275005000;-74.0245841000
2741;WGH169;Conduciendo;Dec 18 2025 03:43 PM;;Via Principal-51, Bogota, Cundinamarca;14;N/A;;4.7275046000;-74.0246281000
2740;WGH169;Inicio de Viaje;Dec 18 2025 03:43 PM;;Kr7 153-13, Bogota, Cundinamarca;17;N/A;;4.7278176000;-74.0246195000
2739;WGH169;Viaje detenido;Dec 18 2025 03:42 PM;;Kr7 153-97, Bogota, Cundinamarca, Colombia;0;N/A;;4.7286898000;-74.0243341000
2738;WGH169;Inicio de Viaje;Dec 18 2025 03:41 PM;;Kr7 155bis-32, Bogota, Cundinamarca;33;N/A;;4.7307951000;-74.0240191000
2737;WGH169;Viaje detenido;Dec 18 2025 03:40 PM;;Kr7 156, Bogota, Cundinamarca;0;N/A;;4.7321888000;-74.0238923000
2736;WGH169;Conduciendo;Dec 18 2025 03:40 PM;;Kr7 157-10, Bogota, Cundinamarca, Colombia;14;N/A;;4.7322288000;-74.0239428000
2735;WGH169;Conduciendo;Dec 18 2025 03:39 PM;;Kr7 160a-91, Bogota, Cundinamarca;12;N/A;;4.7361293000;-74.0243153000
2734;WGH169;Conduciendo;Dec 18 2025 03:39 PM;;Kr7 160a-91, Bogota, Cundinamarca;0;N/A;;4.7361805000;-74.0243098000
2733;WGH169;Conduciendo;Dec 18 2025 03:39 PM;;Cl161 7g-31, Bogota, Cundinamarca;20;N/A;;4.7367946000;-74.0266071000
2732;WGH169;Conduciendo;Dec 18 2025 03:37 PM;;Cl161 8f-81, Bogota, Cundinamarca;19;N/A;;4.7378838000;-74.0306295000
2731;WGH169;Inicio de Viaje;Dec 18 2025 03:35 PM;;Calle 161 # 15-2 a 15-100, Bogotá, Cundinamarca, Colombia;25;N/A;;4.7396131000;-74.0376021000
2730;WGH169;Viaje detenido;Dec 18 2025 03:34 PM;;Cl161 16-67, Bogota, Cundinamarca;4;N/A;;4.7397341000;-74.0387321000
2729;WGH169;Inicio de Viaje;Dec 18 2025 03:33 PM;;Cl161 16a-57, Bogota, Cundinamarca;30;N/A;;4.7398581000;-74.0392678000
2728;WGH169;Viaje detenido;Dec 18 2025 03:31 PM;;Cl161a 16a-96, Bogota, Cundinamarca;4;N/A;;4.7407478000;-74.0398835000
2727;WGH169;Conduciendo;Dec 18 2025 03:31 PM;;Kr16c 161a-94, Bogota, Cundinamarca;12;N/A;;4.7413116000;-74.0397530000
2726;WGH169;Inicio de Viaje;Dec 18 2025 03:31 PM;;Calle 162 # 16A-2 a 16A-100, Bogotá, Cundinamarca, Colombia;28;N/A;;4.7412143000;-74.0391155000
2725;WGH169;Viaje detenido;Dec 18 2025 03:30 PM;;Cl161a 16a-4, Bogota, Cundinamarca;0;N/A;;4.7404738000;-74.0387160000
2724;WGH169;Conduciendo;Dec 18 2025 03:30 PM;;Cl161a 16a-4, Bogota, Cundinamarca;9;N/A;;4.7404740000;-74.0387025000
2723;WGH169;Conduciendo;Dec 18 2025 03:30 PM;;Cl161a 16a-4, Bogota, Cundinamarca;0;N/A;;4.7404815000;-74.0387398000
2722;WGH169;Inicio de Viaje;Dec 18 2025 03:29 PM;;Kr16a 163a-26, Bogota, Cundinamarca;12;N/A;;4.7425820000;-74.0382998000
2721;WGH169;Viaje detenido;Dec 18 2025 03:28 PM;;Cl164 16b-7, Bogota, Cundinamarca;4;N/A;;4.7433976000;-74.0387403000
2720;WGH169;Inicio de Viaje;Dec 18 2025 03:28 PM;;Cl164 16b-42, Bogota, Cundinamarca;25;N/A;;4.7434511000;-74.0390600000
2719;WGH169;Viaje detenido;Dec 18 2025 03:27 PM;;Calle 164 # 17-2 a 17-100, Bogotá, Cundinamarca, Colombia;0;N/A;;4.7437916000;-74.0405035000
2718;WGH169;Inicio de Viaje;Dec 18 2025 03:26 PM;;Cl164 17-83, Bogota, Cundinamarca, Colombia;28;N/A;;4.7439038000;-74.0409918000
2717;WGH169;Viaje detenido;Dec 18 2025 03:25 PM;;Cl164 19a-70, Bogota, Cundinamarca;0;N/A;;4.7443513000;-74.0429320000
2716;WGH169;Inicio de Viaje;Dec 18 2025 03:24 PM;;Cl164 20-20, Bogota, Cundinamarca;9;N/A;;4.7446300000;-74.0441245000
2715;WGH169;Viaje detenido;Dec 18 2025 03:22 PM;;Cl164 22-4, Bogota, Cundinamarca;0;N/A;;4.7450360000;-74.0456386000
2714;WGH169;Inicio de Viaje;Dec 18 2025 03:21 PM;;Kr22 164-45, Bogota, Cundinamarca;22;N/A;;4.7458096000;-74.0455406000
2713;WGH169;Viaje detenido;Dec 18 2025 03:21 PM;;Kr22 164-94, Bogota, Cundinamarca;4;N/A;;4.7468288000;-74.0453913000
2712;WGH169;Conduciendo;Dec 18 2025 03:20 PM;;Cl166 22-19, Bogota, Cundinamarca;9;N/A;;4.7469108000;-74.0454040000
2711;WGH169;Inicio de Viaje;Dec 18 2025 03:20 PM;;Kr22 164-98, Bogota, Cundinamarca;8;N/A;;4.7469215000;-74.0453408000
2710;WGH169;Saliendo de Landmark;Dec 18 2025 03:17 PM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7465660000;-74.0437941000
2709;WGH169;Viaje detenido;Dec 18 2025 03:17 PM;3. PROING - BOGOTA P1;Cl166 20-21, Bogota, Cundinamarca;0;N/A;;4.7465660000;-74.0437941000
2708;WGH169;Salida de Geocerca;Dec 18 2025 03:15 PM;3. PROING - BOGOTA P1;Cl166 16c-18, Bogota, Cundinamarca;16;N/A;;4.7455196000;-74.0393858000
2707;WGH169;Inicio de Viaje;Dec 18 2025 03:15 PM;3. PROING - BOGOTA P1;16b14 Calle 166;16;N/A;;4.7455196000;-74.0393858000
2706;WGH169;Inmóvil - Detenido;Dec 18 2025 03:13 PM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7452223000;-74.0380713000
2705;WGH169;Viaje detenido;Dec 18 2025 03:10 PM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7452453000;-74.0380223000
2704;WGH169;Conduciendo;Dec 18 2025 03:10 PM;3. PROING - BOGOTA P1;16b14 Calle 166;9;N/A;;4.7452238000;-74.0379475000
2703;WGH169;Conduciendo;Dec 18 2025 03:10 PM;3. PROING - BOGOTA P1;16b14 Calle 166;9;N/A;;4.7451770000;-74.0375676000
2702;WGH169;Entrada a Geocerca;Dec 18 2025 03:10 PM;3. PROING - BOGOTA P1;Cl166 16-13, Bogota, Cundinamarca;9;N/A;;4.7451770000;-74.0375676000
2701;WGH169;Entrando a Landmark;Dec 18 2025 03:10 PM;3. PROING - BOGOTA P1;16b14 Calle 166;9;N/A;;4.7451770000;-74.0375676000
2700;WGH169;Conduciendo;Dec 18 2025 03:09 PM;;Kr16 166-86, Bogota, Cundinamarca, Colombia;16;N/A;;4.7459153000;-74.0374140000
2699;WGH169;Conduciendo;Dec 18 2025 03:09 PM;;Cl167 16-15, Bogota, Cundinamarca, Colombia;9;N/A;;4.7460400000;-74.0374066000
2698;WGH169;Conduciendo;Dec 18 2025 03:08 PM;;Kr17 166-90, Bogota, Cundinamarca;19;N/A;;4.7465595000;-74.0398466000
